CustomerId,CreditScore,Credit_Score_Rating,Geography,Gender,Age_Group,Tenure,Balance,Balance_Group,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Salary_Group,Exited
15807609,650,Fair,Spain,Female,21-30,3,86605.5,Medium Balance,3,1,0,16649.31,Low Salary,1
15578977,786,Very Good,France,Male,31-40,9,0,Zero Balance,2,1,0,144517.19,High Salary,0
15677369,554,Poor,Germany,Female,31-40,4,58629.97,Medium Balance,1,0,0,182038.6,Very High salary,0
15804072,701,Good,Spain,Female,41-50,5,0,Zero Balance,2,0,0,24210.56,Low Salary,0
15696859,474,Poor,France,Male,41-50,10,0,Zero Balance,2,0,0,172175.9,Very High salary,0
15653780,621,Fair,France,Female,41-50,5,0,Zero Balance,1,1,1,47578.45,Low Salary,0
15721658,672,Good,Spain,Female,51-60,2,209767.31,Very High Balance,2,1,1,150694.42,Very High salary,1
15578761,459,Poor,Spain,Female,41-50,6,129634.25,High Balance,2,1,1,177683.02,Very High salary,1
15736879,669,Fair,France,Male,21-30,1,0,Zero Balance,2,0,0,66088.83,Medium Salary,0
15571973,776,Very Good,France,Female,31-40,2,169824.46,Very High Balance,1,1,0,169291.7,Very High salary,0
15626742,694,Good,France,Male,31-40,3,97530.25,Medium Balance,1,1,1,117140.41,High Salary,0
15672692,787,Very Good,France,Female,41-50,10,145988.65,High Balance,2,1,1,79510.37,Medium Salary,0
15673570,580,Fair,France,Male,31-40,9,0,Zero Balance,2,0,1,77108.66,Medium Salary,0
15767432,711,Good,France,Female,21-30,7,0,Zero Balance,3,1,1,9679.28,Low Salary,0
15654238,673,Good,France,Female,31-40,5,137494.28,High Balance,1,1,0,81753.92,Medium Salary,0
15612525,499,Poor,France,Female,51-60,1,0,Zero Balance,1,0,0,131372.38,High Salary,1
15812750,591,Fair,France,Male,21-30,6,147360,High Balance,1,1,1,25310.82,Low Salary,0
15790757,769,Very Good,France,Female,21-30,10,0,Zero Balance,2,0,0,187925.75,Very High salary,0
15723873,657,Fair,Spain,Male,31-40,3,125167.02,High Balance,1,0,0,98820.39,Medium Salary,0
15744607,738,Good,Germany,Male,41-50,9,121152.05,High Balance,2,1,0,64166.7,Medium Salary,1
15612966,545,Poor,Germany,Female,51-60,7,128981.07,High Balance,1,0,1,176924.21,Very High salary,1
15784209,497,Poor,France,Male,41-50,6,0,Zero Balance,1,1,1,90055.08,Medium Salary,0
15794278,816,Excellent,Spain,Male,60+,6,151858.98,Very High Balance,1,1,1,72814.31,Medium Salary,0
15766741,525,Poor,France,Male,31-40,2,114628.4,High Balance,1,0,1,168290.06,Very High salary,0
15661036,725,Good,France,Male,41-50,6,0,Zero Balance,2,1,0,161767.38,Very High salary,0
15705639,692,Good,France,Female,21-30,8,95059.02,Medium Balance,2,1,0,44420.18,Low Salary,0
15637414,618,Fair,France,Female,21-30,7,128736.39,High Balance,1,0,1,37147.61,Low Salary,0
15716835,546,Poor,France,Male,21-30,8,156325.38,Very High Balance,1,1,1,125381.02,High Salary,0
15696231,635,Fair,France,Male,21-30,7,105405.97,High Balance,1,1,1,149853.89,High Salary,0
15641675,611,Fair,France,Female,41-50,2,88915.37,Medium Balance,3,0,0,161435.02,Very High salary,1
15670755,650,Fair,France,Male,51-60,8,0,Zero Balance,2,1,1,102925.76,High Salary,0
15640059,606,Fair,France,Male,31-40,5,0,Zero Balance,2,1,1,70899.27,Medium Salary,0
15787619,844,Excellent,France,Male,0-20,2,160980.03,Very High Balance,1,0,0,145936.28,High Salary,0
15587535,450,Poor,Spain,Female,41-50,5,177619.71,Very High Balance,1,1,0,54227.06,Medium Salary,0
15813034,727,Good,Spain,Male,31-40,2,62276.99,Medium Balance,1,1,1,59280.79,Medium Salary,0
15698839,460,Poor,Germany,Male,41-50,4,127559.97,High Balance,2,1,1,126952.5,High Salary,0
15790314,649,Fair,France,Male,41-50,0,0,Zero Balance,2,0,1,130567.02,High Salary,0
15634245,758,Very Good,Germany,Female,41-50,9,95523.16,Medium Balance,1,1,0,73294.48,Medium Salary,0
15677305,490,Poor,France,Female,31-40,7,107749.03,High Balance,1,1,1,3937.37,Low Salary,0
15661526,815,Excellent,Germany,Male,31-40,2,110777.26,High Balance,2,1,0,2383.59,Low Salary,0
15685997,838,Excellent,Spain,Female,31-40,5,166733.92,Very High Balance,2,1,0,14279.44,Low Salary,0
15660101,803,Excellent,France,Male,31-40,9,157120.86,Very High Balance,2,1,0,141300.53,High Salary,0
15637979,664,Fair,Germany,Female,31-40,2,127160.78,High Balance,2,1,0,78140.75,Medium Salary,0
15815364,736,Good,Spain,Female,21-30,2,0,Zero Balance,2,1,1,117431.1,High Salary,0
15647099,633,Fair,France,Female,31-40,9,156091.97,Very High Balance,1,1,0,72008.61,Medium Salary,0
15625944,664,Fair,France,Male,51-60,5,98668.18,Medium Balance,1,1,1,60887.58,Medium Salary,0
15583212,600,Fair,France,Female,41-50,5,134022.06,High Balance,1,1,0,194764.83,Very High salary,0
15582741,693,Good,France,Female,31-40,5,124151.09,High Balance,1,1,0,88705.14,Medium Salary,1
15637876,663,Fair,Germany,Female,31-40,6,77253.5,Medium Balance,1,0,0,35817.97,Low Salary,1
15622750,742,Very Good,Germany,Female,21-30,1,114292.48,High Balance,1,1,0,31520.4,Low Salary,0
15672056,710,Good,Germany,Male,41-50,2,140080.32,High Balance,3,1,1,157908.19,Very High salary,1
15812351,710,Good,Spain,Female,21-30,2,135277.96,High Balance,1,1,0,142200.15,High Salary,0
15810864,700,Good,France,Female,60+,2,0,Zero Balance,2,0,1,182055.36,Very High salary,0
15677921,720,Good,Germany,Male,51-60,9,115920.62,High Balance,2,0,0,157552.08,Very High salary,1
15724296,684,Good,Spain,Male,41-50,2,119782.72,High Balance,2,0,0,120284.67,High Salary,0
15685329,531,Poor,France,Female,60+,1,114715.71,High Balance,1,0,1,24506.95,Low Salary,1
15584091,742,Very Good,Germany,Female,31-40,2,129748.54,High Balance,2,0,0,47271.61,Low Salary,1
15640442,717,Good,France,Male,31-40,4,129722.57,High Balance,1,0,0,41176.6,Low Salary,0
15639314,589,Fair,France,Male,31-40,2,0,Zero Balance,2,0,1,9468.64,Low Salary,0
15685320,767,Very Good,France,Male,31-40,3,139180.2,High Balance,1,0,0,123880.19,High Salary,0
15789158,636,Fair,Germany,Male,41-50,6,113599.74,High Balance,2,1,0,158887.09,Very High salary,1
15752137,648,Fair,France,Male,31-40,7,134944,High Balance,1,1,1,117036.38,High Salary,0
15712551,622,Fair,Germany,Female,51-60,7,116922.25,High Balance,1,1,0,120415.61,High Salary,1
15628936,692,Good,Spain,Male,21-30,9,118945.09,High Balance,1,0,0,16064.25,Low Salary,1
15797227,754,Very Good,France,Male,21-30,8,0,Zero Balance,2,1,1,52615.62,Medium Salary,0
15769974,679,Good,Spain,Female,31-40,8,119182.73,High Balance,1,0,0,121210.09,High Salary,0
15737051,639,Fair,France,Male,21-30,8,0,Zero Balance,2,1,0,192247.35,Very High salary,0
15585595,774,Very Good,France,Female,21-30,1,71264.02,Medium Balance,2,0,1,68759.57,Medium Salary,0
15654060,517,Poor,France,Male,41-50,2,0,Zero Balance,2,0,1,75937.47,Medium Salary,0
15745196,571,Poor,France,Female,31-40,8,0,Zero Balance,2,0,0,84569.13,Medium Salary,0
15571221,747,Very Good,Germany,Male,51-60,7,116313.57,High Balance,1,1,1,190696.35,Very High salary,1
15660155,792,Very Good,Spain,Male,31-40,5,92140.15,Medium Balance,1,0,1,67468.67,Medium Salary,0
15605284,688,Good,France,Male,21-30,1,0,Zero Balance,2,1,1,104435.94,High Salary,0
15694366,714,Good,Germany,Male,41-50,2,177640.09,Very High Balance,1,0,1,47166.55,Low Salary,0
15600739,562,Poor,Spain,Female,31-40,0,0,Zero Balance,2,1,0,119899.52,High Salary,0
15653253,704,Good,Spain,Male,41-50,8,167997.6,Very High Balance,1,1,1,173498.45,Very High salary,0
15763431,698,Good,France,Male,31-40,2,82275.35,Medium Balance,2,1,1,93249.26,Medium Salary,0
15643696,611,Fair,France,Male,41-50,3,0,Zero Balance,2,1,1,142917.54,High Salary,0
15707473,850,Excellent,Germany,Female,41-50,6,111962.99,High Balance,1,1,0,111755.8,High Salary,0
15769504,743,Very Good,Germany,Female,31-40,1,131736.88,High Balance,1,1,1,108543.21,High Salary,0
15776807,654,Fair,France,Male,21-30,1,0,Zero Balance,1,1,0,180345.44,Very High salary,0
15686870,761,Very Good,Germany,Male,31-40,8,108239.11,High Balance,2,0,0,99444.02,Medium Salary,0
15668747,702,Good,France,Female,41-50,9,98444.19,Medium Balance,1,0,1,109563.28,High Salary,0
15766908,488,Poor,Germany,Male,31-40,3,114540.38,High Balance,1,1,0,92568.07,Medium Salary,0
15570134,683,Good,France,Female,31-40,6,187530.66,Very High Balance,2,1,1,37976.36,Low Salary,0
15567367,601,Fair,Germany,Female,41-50,9,133636.16,High Balance,1,0,1,103315.74,High Salary,0
15747542,605,Fair,France,Male,51-60,7,0,Zero Balance,2,1,1,173952.5,Very High salary,0
15762238,671,Good,Germany,Female,41-50,0,84745.03,Medium Balance,2,0,1,34673.98,Low Salary,0
15681554,614,Fair,Germany,Female,31-40,7,120599.38,High Balance,2,1,1,46163.44,Low Salary,0
15712825,511,Poor,Spain,Female,21-30,9,0,Zero Balance,2,0,1,140676.98,High Salary,0
15640280,850,Excellent,France,Male,31-40,4,127771.35,High Balance,2,0,1,151738.54,Very High salary,0
15756026,790,Very Good,Spain,Female,41-50,9,0,Zero Balance,1,0,0,14679.81,Low Salary,1
15613319,793,Very Good,France,Female,31-40,0,0,Zero Balance,1,0,0,175544.02,Very High salary,0
15798906,628,Fair,France,Male,60+,5,0,Zero Balance,2,1,1,181964.6,Very High salary,0
15708917,598,Fair,Germany,Male,51-60,10,167772.96,Very High Balance,1,1,1,136886.86,High Salary,0
15778463,657,Fair,France,Female,31-40,6,95845.6,Medium Balance,1,1,0,122218.23,High Salary,0
15699430,618,Fair,France,Female,31-40,10,0,Zero Balance,2,1,0,180439.75,Very High salary,0
15649992,681,Good,Spain,Male,60+,7,134714.7,High Balance,2,0,1,190419.81,Very High salary,0
15578980,516,Poor,Spain,Female,31-40,3,0,Zero Balance,2,1,1,58685.59,Medium Salary,0
15775306,421,Poor,Germany,Male,21-30,8,122384.22,High Balance,3,1,1,89017.38,Medium Salary,1
15641655,700,Good,France,Female,21-30,2,0,Zero Balance,2,0,0,50051.42,Medium Salary,0
15619708,745,Very Good,France,Male,21-30,5,157993.15,Very High Balance,2,1,0,146041.45,High Salary,0
15734565,696,Good,France,Male,21-30,8,0,Zero Balance,2,1,0,191166.09,Very High salary,0
15806438,580,Fair,Germany,Female,41-50,2,123331.36,High Balance,1,0,0,103516.08,High Salary,1
15591969,497,Poor,Spain,Male,21-30,9,75263.16,Medium Balance,1,1,1,164825.04,Very High salary,0
15747807,720,Good,France,Female,41-50,6,137824.03,High Balance,2,1,0,172557.77,Very High salary,0
15596939,659,Fair,Germany,Male,31-40,4,132578.92,High Balance,2,1,0,84320.94,Medium Salary,0
15716155,841,Excellent,France,Female,31-40,5,156021.31,Very High Balance,1,0,0,122662.98,High Salary,0
15765311,642,Fair,Spain,Male,31-40,8,0,Zero Balance,1,1,0,72085.1,Medium Salary,0
15757811,732,Good,Spain,Female,60+,9,137453.43,High Balance,1,0,1,110932.24,High Salary,1
15603830,600,Fair,Spain,Male,31-40,4,0,Zero Balance,2,1,0,143635.36,High Salary,0
15660602,464,Poor,Germany,Male,31-40,8,164284.72,Very High Balance,2,1,1,3710.34,Low Salary,0
15660535,680,Good,France,Female,41-50,5,0,Zero Balance,2,1,1,179843.33,Very High salary,0
15666633,758,Very Good,Spain,Male,51-60,1,0,Zero Balance,2,1,1,10643.38,Low Salary,0
15596914,630,Fair,Germany,Female,31-40,2,112373.49,High Balance,2,1,1,131167.98,High Salary,0
15639788,577,Poor,France,Female,31-40,10,0,Zero Balance,2,1,0,10553.31,Low Salary,0
15695846,684,Good,France,Female,31-40,6,0,Zero Balance,2,1,1,130928.22,High Salary,0
15726234,708,Good,Spain,Female,41-50,5,0,Zero Balance,1,0,1,157003.99,Very High salary,0
15797964,732,Good,Germany,Female,21-30,1,154333.82,Very High Balance,1,1,1,138527.56,High Salary,0
15625881,634,Fair,Germany,Male,31-40,3,111432.77,High Balance,2,1,1,167032.49,Very High salary,0
15780628,633,Fair,France,Female,21-30,6,0,Zero Balance,2,0,0,41642.29,Low Salary,0
15575883,559,Poor,France,Male,31-40,2,137390.11,High Balance,2,1,0,9677,Low Salary,0
15585036,694,Good,Spain,Female,31-40,3,0,Zero Balance,2,1,1,147012.22,High Salary,0
15589488,686,Good,Germany,Female,51-60,5,111642.08,High Balance,1,1,1,80553.87,Medium Salary,0
15585888,553,Poor,Spain,Female,41-50,3,0,Zero Balance,1,0,1,30730.95,Low Salary,1
15727915,507,Poor,France,Male,31-40,4,83543.37,Medium Balance,1,0,0,140134.43,High Salary,0
15707567,732,Good,Germany,Male,41-50,6,145338.76,High Balance,1,0,0,91936.1,Medium Salary,1
15737792,818,Excellent,France,Female,31-40,1,186796.37,Very High Balance,1,0,0,178252.63,Very High salary,0
15599433,660,Fair,Germany,Male,31-40,8,58641.43,Medium Balance,1,0,1,198674.08,Very High salary,0
15672012,773,Very Good,Spain,Female,41-50,5,0,Zero Balance,1,1,0,28266.9,Low Salary,1
15806983,640,Fair,France,Male,41-50,3,137148.68,High Balance,1,1,0,92381.01,Medium Salary,0
15592222,505,Poor,France,Male,41-50,7,80001.23,Medium Balance,1,0,0,135180.11,High Salary,0
15608968,714,Good,Germany,Male,21-30,6,86402.52,Medium Balance,2,0,0,27330.59,Low Salary,0
15586959,468,Poor,France,Female,41-50,5,0,Zero Balance,2,1,0,125305.34,High Salary,0
15646558,611,Fair,Spain,Male,51-60,1,122874.74,High Balance,1,1,1,149648.45,High Salary,0
15725811,705,Good,France,Male,21-30,0,97544.29,Medium Balance,1,0,1,59887.15,Medium Salary,0
15572265,646,Fair,Germany,Male,41-50,1,170826.55,Very High Balance,2,1,0,45041.32,Low Salary,0
15794048,667,Fair,Germany,Female,41-50,1,97133.92,Medium Balance,2,0,0,113316.77,High Salary,1
15677610,511,Poor,Germany,Female,41-50,8,153895.65,Very High Balance,1,1,1,39087.42,Low Salary,0
15745012,653,Fair,France,Female,41-50,6,0,Zero Balance,2,1,1,7330.59,Low Salary,0
15601589,675,Good,France,Female,51-60,8,0,Zero Balance,2,0,1,95463.29,Medium Salary,0
15686436,523,Poor,Spain,Male,31-40,4,0,Zero Balance,2,1,0,167848.02,Very High salary,0
15693864,567,Poor,Germany,Female,41-50,5,134956.02,High Balance,1,1,0,93953.84,Medium Salary,1
15760550,741,Very Good,Spain,Male,31-40,7,143637.58,High Balance,2,0,1,174227.66,Very High salary,0
15686137,456,Poor,Spain,Male,31-40,9,147506.25,High Balance,1,1,1,135399.21,High Salary,0
15809087,598,Fair,France,Male,60+,1,0,Zero Balance,2,1,0,195635.3,Very High salary,1
15807663,667,Fair,France,Male,41-50,8,190227.46,Very High Balance,1,1,0,97508.04,Medium Salary,1
15809100,548,Poor,France,Female,31-40,2,172448.77,Very High Balance,1,1,0,188083.77,Very High salary,1
15794916,725,Good,France,Male,41-50,7,113980.21,High Balance,1,1,1,116704.25,High Salary,0
15614215,717,Good,France,Male,51-60,6,0,Zero Balance,2,0,1,97614.87,Medium Salary,0
15805449,594,Fair,France,Male,31-40,4,0,Zero Balance,2,0,0,186884.04,Very High salary,0
15686983,678,Good,Germany,Female,21-30,10,76968.12,Medium Balance,2,0,1,131501.72,High Salary,0
15808017,545,Poor,France,Male,31-40,1,88293.13,Medium Balance,2,1,1,24302.95,Low Salary,0
15756804,636,Fair,France,Female,41-50,1,170833.46,Very High Balance,1,1,0,110510.28,High Salary,1
15646810,603,Fair,Germany,Male,41-50,6,108122.39,High Balance,2,1,0,108488.33,High Salary,1
15710424,435,Poor,France,Male,31-40,4,0,Zero Balance,1,1,1,197015.2,Very High salary,0
15799422,535,Poor,France,Female,31-40,8,0,Zero Balance,1,1,1,27689.77,Low Salary,0
15692750,629,Fair,Germany,Female,41-50,7,129818.39,High Balance,3,1,0,9217.55,Low Salary,1
15794549,722,Good,France,Female,31-40,2,163943.89,Very High Balance,2,1,1,15068.18,Low Salary,0
15803764,561,Poor,France,Male,21-30,7,0,Zero Balance,2,1,0,7797.01,Low Salary,0
15674840,645,Fair,France,Female,31-40,5,101430.3,High Balance,2,0,1,4400.32,Low Salary,0
15653762,501,Poor,France,Female,31-40,9,117301.66,High Balance,1,0,0,182025.95,Very High salary,0
15581229,502,Poor,Germany,Female,31-40,1,173340.83,Very High Balance,1,0,1,122763.95,High Salary,0
15800228,652,Fair,Spain,Female,41-50,4,0,Zero Balance,2,1,1,38152.01,Low Salary,0
15656333,574,Poor,France,Female,31-40,3,134348.57,High Balance,1,1,0,63163.99,Medium Salary,0
15697497,518,Poor,France,Female,41-50,9,105525.65,High Balance,2,1,1,73418.29,Medium Salary,0
15585362,749,Very Good,France,Female,51-60,6,0,Zero Balance,1,1,0,17978.68,Low Salary,1
15571928,679,Good,France,Female,41-50,4,0,Zero Balance,3,1,0,115136.51,High Salary,1
15785519,565,Poor,France,Male,31-40,6,106192.1,High Balance,1,1,0,149575.59,High Salary,0
15743007,643,Fair,France,Female,41-50,4,45144.43,Low Balance,1,1,0,60917.24,Medium Salary,1
15777211,515,Poor,France,Male,60+,7,92113.61,Medium Balance,1,1,1,142548.33,High Salary,0
15721935,521,Poor,France,Male,21-30,7,0,Zero Balance,2,1,1,157878.67,Very High salary,0
15591711,739,Good,Spain,Male,31-40,0,128366.44,High Balance,1,1,0,12796.43,Low Salary,0
15625021,585,Fair,France,Male,41-50,2,0,Zero Balance,2,1,1,18657.77,Low Salary,0
15702968,733,Good,Germany,Male,60+,3,106545.53,High Balance,1,1,1,134589.58,High Salary,0
15600462,542,Poor,France,Female,41-50,8,145618.37,High Balance,1,0,1,10350.74,Low Salary,0
15768104,788,Very Good,Spain,Male,31-40,8,141541.25,High Balance,1,0,0,66013.27,Medium Salary,0
15780140,435,Poor,Germany,Male,31-40,2,57017.06,Medium Balance,2,1,1,5907.11,Low Salary,0
15585255,577,Poor,France,Male,41-50,9,0,Zero Balance,1,1,0,74077.91,Medium Salary,0
15772781,703,Good,France,Female,51-60,3,0,Zero Balance,3,1,1,77294.56,Medium Salary,1
15669987,728,Good,Germany,Female,31-40,8,125884.95,High Balance,2,1,0,54359.02,Medium Salary,1
15697000,728,Good,Germany,Male,31-40,5,61825.5,Medium Balance,1,1,1,156124.93,Very High salary,0
15733119,718,Good,France,Male,31-40,8,0,Zero Balance,2,1,0,94820.85,Medium Salary,0
15782390,621,Fair,France,Female,31-40,6,0,Zero Balance,1,1,0,155155.25,Very High salary,0
15654700,523,Poor,France,Female,31-40,2,102967.41,High Balance,1,1,0,128702.1,High Salary,1
15632210,657,Fair,Germany,Male,21-30,2,171770.55,Very High Balance,1,1,0,22745.5,Low Salary,0
15642041,727,Good,Germany,Male,31-40,1,93051.64,Medium Balance,2,1,0,71865.31,Medium Salary,1
15709737,643,Fair,France,Male,31-40,7,161064.64,Very High Balance,2,0,1,84294.82,Medium Salary,0
15792388,645,Fair,France,Female,41-50,7,90612.34,Medium Balance,1,1,1,149139.13,High Salary,0
15786014,568,Poor,France,Male,21-30,5,145105.64,High Balance,2,1,0,185489.11,Very High salary,0
15794580,599,Fair,France,Male,51-60,4,0,Zero Balance,1,0,0,176407.15,Very High salary,1
15675964,672,Good,France,Female,41-50,9,0,Zero Balance,1,1,1,92027.69,Medium Salary,1
15814275,685,Good,France,Male,31-40,6,174912.72,Very High Balance,1,1,1,43932.54,Low Salary,0
15724848,516,Poor,France,Female,41-50,1,104947.72,High Balance,1,1,0,115789.25,High Salary,1
15754713,685,Good,Spain,Male,31-40,10,135213.71,High Balance,1,1,1,125777.28,High Salary,0
15693814,806,Excellent,Spain,Male,21-30,7,0,Zero Balance,2,1,0,18461.9,Low Salary,0
15599660,604,Fair,France,Male,31-40,6,116229.85,High Balance,2,1,1,79633.38,Medium Salary,0
15746490,648,Fair,Spain,Female,51-60,6,111201.41,High Balance,1,1,1,121542.29,High Salary,0
15566091,545,Poor,Spain,Female,31-40,4,0,Zero Balance,1,1,0,94739.2,Medium Salary,0
15655961,756,Very Good,Germany,Male,21-30,1,131899,High Balance,1,1,0,93302.29,Medium Salary,0
15710404,569,Poor,France,Male,31-40,10,124525.52,High Balance,1,1,1,193793.78,Very High salary,0
15775625,596,Fair,France,Male,41-50,6,0,Zero Balance,1,1,0,74835.65,Medium Salary,0
15792328,475,Poor,France,Male,31-40,6,0,Zero Balance,1,1,1,56999.9,Medium Salary,1
15719856,646,Fair,France,Female,41-50,3,47134.75,Low Balance,1,1,1,57236.44,Medium Salary,0
15593773,784,Very Good,Spain,Male,31-40,3,0,Zero Balance,2,0,0,81483.64,Medium Salary,0
15733114,552,Poor,Spain,Male,41-50,9,0,Zero Balance,2,1,0,26752.56,Low Salary,0
15797748,729,Good,France,Male,41-50,5,0,Zero Balance,2,0,1,9200.54,Low Salary,0
15743411,609,Fair,Spain,Male,60+,1,0,Zero Balance,1,1,0,22447.85,Low Salary,1
15753337,555,Poor,France,Male,51-60,5,0,Zero Balance,3,1,0,189122.89,Very High salary,1
15601026,572,Poor,Germany,Female,0-20,1,138657.08,High Balance,1,1,1,16161.82,Low Salary,0
15658485,785,Very Good,France,Female,31-40,9,70302.48,Medium Balance,1,1,1,68600.36,Medium Salary,0
15636731,714,Good,Germany,Female,31-40,1,101609.01,High Balance,2,1,1,447.73,Low Salary,0
15628303,738,Good,Spain,Male,31-40,3,0,Zero Balance,1,1,1,15650.73,Low Salary,0
15633461,639,Fair,Germany,Male,31-40,5,130170.82,High Balance,1,1,1,149599.62,High Salary,0
15677135,520,Poor,Germany,Male,60+,8,133802.29,High Balance,2,1,1,90304.01,Medium Salary,0
15590876,764,Very Good,France,Female,21-30,7,106234.02,High Balance,1,0,0,115676.38,High Salary,0
15790782,661,Fair,Spain,Male,31-40,6,132628.98,High Balance,1,0,0,38812.67,Low Salary,0
15700476,564,Poor,Germany,Male,41-50,9,103522.75,High Balance,2,1,1,34338.21,Low Salary,0
15634141,708,Good,Germany,Female,41-50,8,192390.52,Very High Balance,2,1,0,823.36,Low Salary,0
15737795,512,Poor,Spain,Male,31-40,1,0,Zero Balance,1,0,1,135482.26,High Salary,1
15790299,592,Fair,Spain,Male,31-40,9,0,Zero Balance,3,1,1,10656.89,Low Salary,0
15675316,619,Fair,France,Female,31-40,3,0,Zero Balance,2,0,1,116467.35,High Salary,0
15613630,775,Very Good,France,Male,51-60,8,109922.61,High Balance,1,1,1,96823.32,Medium Salary,1
15662100,850,Excellent,Germany,Female,41-50,5,128605.32,High Balance,1,0,1,171096.2,Very High salary,0
15668032,577,Poor,France,Female,31-40,4,0,Zero Balance,1,1,1,79881.39,Medium Salary,0
15599289,724,Good,France,Female,31-40,10,68598.56,Medium Balance,1,1,0,157862.82,Very High salary,0
15754084,710,Good,Spain,Male,31-40,1,106518.52,High Balance,1,1,1,127951.81,High Salary,0
15676521,696,Good,France,Female,31-40,8,0,Zero Balance,2,0,0,191074.11,Very High salary,0
15804586,376,Poor,France,Female,41-50,6,0,Zero Balance,1,1,0,157333.69,Very High salary,1
15781465,675,Good,Germany,Female,21-30,8,121326.42,High Balance,1,1,0,133457.52,High Salary,0
15729362,745,Very Good,France,Male,31-40,8,67226.37,Medium Balance,1,1,0,130789.6,High Salary,0
15709295,697,Good,Spain,Female,21-30,5,82931.85,Medium Balance,2,1,1,128373.88,High Salary,0
15745324,599,Fair,Spain,Female,31-40,4,0,Zero Balance,1,1,0,194273.2,Very High salary,1
15741336,715,Good,France,Female,31-40,5,118590.41,High Balance,1,1,1,5684.17,Low Salary,1
15783659,659,Fair,France,Male,60+,4,145981.87,High Balance,1,1,1,131043.2,High Salary,0
15620981,684,Good,France,Female,41-50,3,73309.38,Medium Balance,1,0,0,21228.34,Low Salary,1
15630328,635,Fair,France,Female,41-50,8,130796.33,High Balance,2,1,1,43250.3,Low Salary,0
15785899,789,Very Good,Germany,Male,31-40,8,151607.56,Very High Balance,1,1,0,4389.4,Low Salary,0
15606149,571,Poor,Germany,Female,60+,9,111577.01,High Balance,1,0,1,189271.9,Very High salary,0
15671139,694,Good,Spain,Male,31-40,0,107042.74,High Balance,1,1,1,102284.2,High Salary,0
15660429,665,Fair,Spain,Female,41-50,2,156371.61,Very High Balance,2,0,1,156774.94,Very High salary,1
15571002,706,Good,France,Female,41-50,4,129605.99,High Balance,1,0,0,69865.49,Medium Salary,0
15631681,807,Excellent,Spain,Female,41-50,0,0,Zero Balance,2,0,1,85523.24,Medium Salary,0
15731522,771,Very Good,Spain,Female,60+,8,0,Zero Balance,2,1,1,51219.8,Medium Salary,0
15619529,531,Poor,Spain,Male,21-30,8,132576.25,High Balance,1,0,0,7222.92,Low Salary,0
15628034,629,Fair,France,Female,31-40,6,129101.3,High Balance,1,1,1,23971.33,Low Salary,0
15686164,850,Excellent,Germany,Female,31-40,1,108822.4,High Balance,1,1,1,132173.31,High Salary,0
15582797,685,Good,Spain,Male,31-40,4,137948.51,High Balance,1,1,0,113639.64,High Salary,0
15753831,642,Fair,Spain,Male,31-40,7,100433.8,High Balance,1,1,1,39768.59,Low Salary,0
15731815,529,Poor,Spain,Male,60+,4,96134.11,Medium Balance,3,1,0,108732.96,High Salary,1
15580956,683,Good,Germany,Female,41-50,4,115888.04,High Balance,1,1,1,117349.19,High Salary,1
15602084,663,Fair,France,Female,41-50,5,124626.07,High Balance,1,1,1,78004.5,Medium Salary,0
15589805,563,Poor,France,Female,31-40,6,139810.34,High Balance,1,1,1,152417.79,Very High salary,0
15720893,637,Fair,Spain,Female,31-40,9,0,Zero Balance,2,0,0,26057.08,Low Salary,0
15641009,544,Poor,France,Male,31-40,3,84496.71,Medium Balance,1,0,0,79972.09,Medium Salary,0
15605926,649,Fair,Germany,Male,60+,9,116854.71,High Balance,2,0,1,107125.79,High Salary,0
15805955,638,Fair,France,Female,41-50,10,138333.03,High Balance,1,1,1,47679.14,Low Salary,0
15801488,723,Good,France,Male,21-30,3,0,Zero Balance,2,1,1,134509.47,High Salary,0
15605918,635,Fair,Germany,Male,41-50,5,78992.75,Medium Balance,2,0,0,153265.31,Very High salary,0
15779711,750,Very Good,Spain,Female,31-40,7,97257.41,Medium Balance,2,0,1,179883.04,Very High salary,0
15705620,730,Good,France,Male,31-40,5,122453.37,High Balance,2,1,0,138882.98,High Salary,0
15685357,750,Very Good,Spain,Female,31-40,8,112940.07,High Balance,1,0,1,9855.81,Low Salary,0
15570060,586,Fair,France,Female,41-50,8,132558.26,High Balance,1,1,0,67046.83,Medium Salary,1
15582616,520,Poor,France,Female,31-40,4,0,Zero Balance,2,1,0,56388.63,Medium Salary,0
15799515,652,Fair,France,Female,41-50,8,133297.24,High Balance,1,1,0,77764.37,Medium Salary,0
15642937,550,Poor,France,Female,41-50,7,0,Zero Balance,2,1,0,130590.35,High Salary,0
15624729,594,Fair,France,Male,21-30,0,197041.8,Very High Balance,1,0,0,151912.49,Very High salary,0
15566156,749,Very Good,Germany,Female,41-50,0,71497.79,Medium Balance,2,0,0,151083.8,Very High salary,0
15792360,668,Fair,France,Male,31-40,7,0,Zero Balance,2,1,1,777.37,Low Salary,0
15807008,614,Fair,Germany,Female,31-40,6,128100.28,High Balance,1,0,0,69454.24,Medium Salary,1
15704770,773,Very Good,France,Male,21-30,1,124532.78,High Balance,2,0,1,11723.57,Low Salary,0
15756475,551,Poor,Germany,Male,31-40,9,82293.82,Medium Balance,2,1,1,91565.25,Medium Salary,0
